id,name,type,subtype,cost,ar,rarity,affinity,text,flavor_text,protocol_note,help_text
E1-099,Stake Contract,Operation,,K,,rare,Keys,"Stake module — Add the top card of your Stack to the Stake. Discard your Wallet, then draw seven cards.",Nothing was improvised except the celebratory snack after Stake Contract.,BIP-32 can derive non-hardened public children from an extended public key.,Puts more cards in your Wallet. Reduces the options in an opponent's Wallet.
E1-100,Leaking Key Vault,Protocol,Attachment,2KK,,uncommon,Keys,"Attach to Resource\nAt the beginning of the Maintenance of attached Resource's controller, this Attachment deals 1 damage to that player.",No committee survived contact with the clarity of Leaking Key Vault.,BIP-32 can derive non-hardened public children from an extended public key.,Deals or redirects damage.
E1-101,Proof of Work,Zap,,K,,common,Keys,Generate 3 Keys Resources.,"The Network said now, and Proof of Work did not ask which timezone.",BIP-39 appends a checksum before mapping entropy to mnemonic words.,Generates extra Resources for larger plays.
E1-102,Stake Swap,Operation,,KKK,,rare,Keys,Stake module — Exchange ownership of the top card of your Stake with one random card from your opponent's Stake.,The rollout had a rollback and both approved Stake Swap.,BIP-39 appends a checksum before mapping entropy to mnemonic words.,Play this during your main phase for a one-time strategic effect.
E1-103,Bitcoin Gatekeeper,Protocol,,KK,,uncommon,Keys,KK: marker target Bitcoin card on the Queue.,The Network called it policy; Bitcoin Gatekeeper called it Tuesday.,BIP-39 uses PBKDF2-HMAC-SHA512 to turn a mnemonic into a seed.,Deploy this Protocol to change how the Network behaves over time.
E1-104,Keys Rewrite,Zap,,K,,rare,Keys,Target card on the Queue or Network card becomes Keys. (Resource symbols on that Network card remain unchanged.),Every millisecond filed paperwork after meeting Keys Rewrite.,BIP-39 uses PBKDF2-HMAC-SHA512 to turn a mnemonic into a seed.,Play this while other cards wait on the Queue to make a timely response.
E1-105,Stake Arbitration,Operation,,1KK,,rare,Keys,"Stake module — Each player may add the top card of their Stack to the Stake. If your opponent declines, you may play this again without paying its cost.",Every moving part received an introduction during Stake Arbitration.,"BIP-44 defines purpose, coin, account, change and address path levels.",Play this during your main phase for a one-time strategic effect.
E1-106,"NC, Resource Reclaimer",Avatar,Operator,3KKK,5/5,rare,Keys,"Commit: decommission target Resource.\nAt the beginning of your Maintenance, unless you pay KKK, commit this Avatar and archive a Resource of an opponent's choice.","The coffee went cold, but the relay stayed warm for Resource Reclaimer.","BIP-44 defines purpose, coin, account, change and address path levels.",Removes a card from the Network. Moves a card into an Archive.
E1-107,Deep Search,Operation,,1K,,uncommon,Keys,"Search your Stack for a card, put that card into your Wallet, then shuffle.",The schedule feared drift until it encountered Deep Search.,BIP-49 assigns a derivation scheme for SegWit nested inside P2SH.,Play this during your main phase for a one-time strategic effect.
E1-108,Uptime Channel,Operation,,X1K,,common,Keys,"Spend only Keys Resources to pay X. Uptime Channel deals X damage to any target. You gain Uptime equal to the damage dealt, up to that target's Uptime or Resilience before the damage.","The Network practiced once, then performed Uptime Channel without a soloist.",BIP-49 assigns a derivation scheme for SegWit nested inside P2SH.,Deals or redirects damage.
E1-109,"BlackCoffee, Reboot Crew",Avatar,Operator,1K,1/1,common,Keys,"K: Reboot this Avatar. (The next time this Avatar would be decommissioned this turn, instead commit it, remove it from clash, and heal all damage on it.)",The Queue behaved all afternoon under Reboot Crew's suspiciously polite stare.,BIP-84 assigns a derivation scheme for native SegWit wallets.,Deals or redirects damage. Removes a card from the Network.
E1-110,Resource Corruption,Protocol,Attachment,K,,uncommon,Keys,Attach to Resource\nAttached Resource is a Keys Resource.,One tidy invariant followed Resource Corruption into every messy room.,BIP-84 assigns a derivation scheme for native SegWit wallets.,Deploy this Protocol to change how the Network behaves over time.
E1-111,Onion Route,Protocol,Attachment,KK,,common,Keys,Attach to Avatar (Target an Avatar as you play this. This card enters attached to that Avatar.)\nAttached Avatar has fear. (It can't be blocked except by Hardware Avatars and/or Keys Avatars.),The loophole closed itself after reading Onion Route.,BIP-86 assigns a derivation scheme for single-key Taproot outputs.,Deploy this Protocol to change how the Network behaves over time.
E1-112,"Proton, Cold Signer",Avatar,Signer,2K,0/1,common,Keys,K: This Avatar gets +1 Action and +1 Resilience until end of turn.,Someone said impossible; Cold Signer heard needs one more adapter.,BIP-86 assigns a derivation scheme for single-key Taproot outputs.,Makes an Avatar stronger.
E1-113,Signal Tax,Protocol,,2K,,uncommon,Keys,Signal cards on the Queue cost 3 more to play.\nActivated abilities of Signal Protocols cost 3 more to activate.,A thousand opinions became one testable rule inside Signal Tax.,BIP-340 Schnorr signatures serialize to 64 bytes.,Deploy this Protocol to change how the Network behaves over time.
E1-114,Burst Signature,Zap,,XK,,common,Keys,Target Avatar gets +X/+0 until end of turn.,The shortest meeting on record had one agenda item: Burst Signature.,BIP-340 Schnorr signatures serialize to 64 bytes.,Makes an Avatar stronger.
E1-115,"Gadaj, Wallet Whisperer",Avatar,Signer,1KK,2/2,uncommon,Keys,"Broadcast\nWhenever this Avatar deals damage to an opponent, that player discards a card at random.","The outage brought drama, while Wallet Whisperer brought a multimeter.",BIP-340 uses 32-byte x-only public keys.,Reduces the options in an opponent's Wallet. Deals or redirects damage.
E1-116,Sovereign Mode,Protocol,,KKKK,,rare,Keys,"On deploy, set your Uptime to 0. You survive at 0; Uptime gains draw cards instead. Damage archives that many non-proxy cards or you lose. If this leaves, you lose.",The boring path became the reliable path under Sovereign Mode.,BIP-340 uses 32-byte x-only public keys.,Puts more cards in your Wallet. Deals or redirects damage.
E1-117,"DNI, Self-Custody Giant",Avatar,Operator,4KKK,7/7,rare,Keys,"Broadcast, Overflow\nAt the beginning of your Maintenance, archive an Avatar other than this Avatar. If you can't, this Avatar deals 7 damage to you.","Trust arrived late, so Self-Custody Giant verified without it.",BIP-340 tagged hashes separate one hashing context from another.,Deals or redirects damage. Moves a card into an Archive.
E1-118,Wallet Scramble,Operation,,XK,,rare,Keys,Randomly choose X cards from target player's Wallet; that player discards them.,The plan left the whiteboard and returned wearing Wallet Scramble.,BIP-340 tagged hashes separate one hashing context from another.,Reduces the options in an opponent's Wallet.
E1-119,"Nind, Archive Returner",Avatar,Operator,KK,1/1,rare,Keys,"This Avatar may attack as though it did not have Boot Delay.\nAt the beginning of your Maintenance, if this card is in your Archive with three or more Avatar cards above it, you may put this card onto the Network.",The dashboard blinked red until it met Archive Returner.,BIP-341 Taproot outputs can be spent through a key path or script path.,Moves a card into an Archive.
E1-120,"NC, Forced Signal",Avatar,Operator,2K,1/1,uncommon,Keys,"Commit — During an opponent's pre-attack step, target non-Firewall Avatar they've controlled all turn attacks if able. Decommission it at end step if it didn't.","No cape was required, though Forced Signal did bring spare batteries.",BIP-341 Taproot outputs can be spent through a key path or script path.,Removes a card from the Network.
E1-121,"Proton, Keyed Nightmare",Avatar,Signer,5K,*/*,rare,Keys,"Broadcast (This Avatar can be blocked only by Avatars with Broadcast or Broadcast Guard.)\nProton, Keyed Nightmare's Action and Resilience are each equal to the number of Keys Resources you control.",The bug filed a retreat notice when Keyed Nightmare opened the logs.,BIP-342 validates Taproot scripts with Schnorr signatures.,Can usually be blocked only by another Broadcaster.
E1-122,Locked Process,Protocol,Attachment,K,,common,Keys,"Attach to an Avatar and commit it. It doesn't unlock normally. At its controller's Maintenance, they may pay 4 to unlock it.","Everyone brought assumptions, but Locked Process brought a specification.",BIP-342 validates Taproot scripts with Schnorr signatures.,Lets a committed card become usable again.
E1-123,Broadcast Storm,Protocol,,2KK,,common,Keys,"At the beginning of the end step, if no Avatars are on the Network, archive this Protocol.\nK: This Protocol deals 1 damage to each Avatar and each player.",The exception asked for permission before approaching Broadcast Storm.,BIP-174 lets multiple tools coordinate an unsigned transaction without sharing keys.,Deals or redirects damage. Moves a card into an Archive.
E1-124,"BlackCoffee, Shared Secret Swarm",Avatar,Operator,2K,*/*,common,Keys,"BlackCoffee, Shared Secret Swarm's Action and Resilience are each equal to the number of Avatars named BlackCoffee, Shared Secret Swarm on the Network.",Consensus took minutes; Shared Secret Swarm's cable labels took seconds.,BIP-174 lets multiple tools coordinate an unsigned transaction without sharing keys.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-125,Restore Backup,Operation,,K,,common,Keys,Return target Avatar card from your Archive to your Wallet.,Every checklist box stood a little straighter for Restore Backup.,BIP-370 defines version 2 of the PSBT format.,Moves a card into an Archive.
E1-126,"Gadaj, Commit Auditor",Avatar,Signer,1KK,1/1,rare,Keys,Commit: decommission target committed Avatar.,The edge feels like home when Commit Auditor has the keys.,BIP-370 defines version 2 of the PSBT format.,Removes a card from the Network.
E1-127,Convert Uptime,Zap,,K,,uncommon,Keys,"As an additional cost to play this card on the Queue, archive an Avatar.\nGenerate that many Keys Resources, equal to the archived Avatar's total resource cost.",The incident channel gained one emoji and one decisive Convert Uptime.,BIP-371 adds Taproot input and output fields to PSBT.,Moves a card into an Archive. Generates extra Resources for larger plays.
E1-128,"NC, Offline Operator",Avatar,Operator,2K,2/2,common,Keys,No special ability.,Even the air gap makes small talk with Offline Operator.,BIP-371 adds Taproot input and output fields to PSBT.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-129,"Nind, Archive Collector",Avatar,Operator,3K,2/2,uncommon,Keys,"At the beginning of each end step, put a corpse marker on this Avatar for each Avatar that died this turn.\nRemove a corpse marker from this Avatar: Reboot this Avatar.",The packet took the scenic route and still saluted Archive Collector.,BIP-380 defines descriptors as strings that describe output scripts.,Can keep an Avatar in the Network after damage.
E1-130,"DNI, Sovereign Accumulator",Avatar,Operator,3KK,4/4,uncommon,Keys,"Broadcast (This Avatar can be blocked only by Avatars with Broadcast or Broadcast Guard.)\nWhenever an Avatar dealt damage by this Avatar this turn is decommissioned, put a +1/+1 marker on this Avatar.","Uptime is a team sport, according to Sovereign Accumulator and the patched router.",BIP-380 defines descriptors as strings that describe output scripts.,Deals or redirects damage. Removes a card from the Network.
E1-131,State Mirror,Zap,,1K,,uncommon,Keys,You gain Uptime equal to the damage dealt to you this turn. State Mirror deals damage to target Avatar you control equal to the damage dealt to you this turn.,"Latency rehearsed an excuse, but State Mirror had already resolved.",BIP-381 defines sh() and wsh() descriptor expressions.,Deals or redirects damage.
E1-132,Resource Sink,Operation,,KK,,common,Keys,Decommission target Resource.,The long route became the useful route after Resource Sink.,BIP-381 defines sh() and wsh() descriptor expressions.,Removes a card from the Network.
E1-133,Hard Shutdown,Zap,,1K,,common,Keys,"Decommission target non-Hardware, non-Keys Avatar. It can't be Rebooted.",The Queue blinked once and found Hard Shutdown at the front.,BIP-382 defines the tr() descriptor expression for Taproot outputs.,Removes a card from the Network. Generates extra Resources for larger plays.
E1-134,Sovereign Strength,Protocol,Attachment,K,,common,Keys,Attach to Avatar\nAttached Avatar gets +2 Action and +1 Resilience.,A sticky note achieved consensus and grew into Sovereign Strength.,BIP-382 defines the tr() descriptor expression for Taproot outputs.,Makes an Avatar stronger.
E1-135,"BlackCoffee, Backup Firewall",Avatar,Firewall,2K,1/4,uncommon,Keys,"Firewall (This Avatar can't attack.)\nK: Reboot this Avatar. (The next time this Avatar would be decommissioned this turn, instead commit it, remove it from clash, and heal all damage on it.)",The status page calmed down as soon as Backup Firewall picked up a wrench.,Bitcoin Core descriptors may end with an eight-character checksum.,Deals or redirects damage. Removes a card from the Network.
E1-136,Hardware Leak,Protocol,Attachment,KK,,rare,Keys,"Attach to Hardware\nAt the beginning of the Maintenance of attached Hardware's controller, this Attachment deals 1 damage to that player.",Nothing says romance like deterministic behavior from Hardware Leak.,Bitcoin Core descriptors may end with an eight-character checksum.,Deals or redirects damage.
E1-137,Reduced Permissions,Protocol,Attachment,K,,common,Keys,Attach to Avatar\nAttached Avatar gets -2 Action and -1 Resilience.,The meeting ended early because Reduced Permissions had executable minutes.,Bitcoin Core descriptor wallets track script templates instead of isolated addresses.,Deploy this Protocol to change how the Network behaves over time.
E1-138,"Proton, Ephemeral Signer",Avatar,Signer,K,0/1,rare,Keys,"Broadcast (This Avatar can be blocked only by Avatars with Broadcast or Broadcast Guard.)\nK: Reboot this Avatar. (The next time this Avatar would be decommissioned this turn, instead commit it, remove it from clash, and heal all damage on it.)",Nobody assigned the incident; it simply looked nervous around Ephemeral Signer.,Bitcoin Core descriptor wallets track script templates instead of isolated addresses.,Deals or redirects damage. Removes a card from the Network.
E1-139,Remote Command,Zap,,KK,,rare,Keys,Look at an opponent's Wallet and choose a card they can play. You control that player while they play the chosen card. Resources from their Buffer may be spent only for that card.,A tiny packet made a very large entrance as Remote Command.,BIP-85 derives deterministic entropy streams from an HD wallet root.,Play this while other cards wait on the Queue to make a timely response.
E1-140,"Gadaj, Archive Maintainer",Avatar,Operator,1KK,2/3,rare,Keys,"Other Zombie Avatars have Backchannel — Keys. (Those Avatars can't be blocked while the defending player controls a Keys Resource.)\nOther Zombies have ""K: Reboot this Network card.""",A second opinion arrived wearing Archive Maintainer's tool belt.,BIP-85 derives deterministic entropy streams from an HD wallet root.,Can keep an Avatar in the Network after damage. Can slip past players using the named Resource.
E1-141,Tunneling Patch,Protocol,Attachment,P,,uncommon,Power,Attach to Avatar\nAttached Avatar has Backchannel — Power. (That Avatar can't be blocked while the defending player controls a Power Resource.),The Network slept better once Tunneling Patch checked the locks.,Bitcoin proof of work searches for a block-header hash below a target.,Can slip past players using the named Resource.
E1-142,Power Rewrite,Zap,,P,,rare,Power,Target card on the Queue or Network card becomes Power. (Its Resource symbols remain unchanged.),The response window was brief and exactly long enough for Power Rewrite.,Each Bitcoin block header commits to the previous block header's hash.,Play this while other cards wait on the Queue to make a timely response.
E1-143,Final Settlement,Operation,,XP,,common,Power,"Final Settlement deals X damage to any target. If it's an Avatar, it can't be Rebooted this turn, and if it would be decommissioned this turn, Cold Storage it instead.",A coordinated morning begins with coffee and Final Settlement.,Each Bitcoin block header commits to the previous block header's hash.,Deals or redirects damage. Removes a card from the Network.
E1-144,"MadMunky, Young Overclocker",Avatar,Miner,2PP,2/3,uncommon,Power,"Broadcast\nP: This Avatar gets +1 Action and +0 Resilience until end of turn. If this ability has been activated four or more times this turn, archive this Avatar at the beginning of the next end step.","The runbook says stay calm, and Young Overclocker added label your cables.",A Bitcoin block header commits to its transactions through a Merkle root.,Moves a card into an Archive. Can usually be blocked only by another Broadcaster.
E1-145,"Rootzoll, Hardware Breaker",Avatar,Operator,2P,1/1,uncommon,Power,Commit: decommission target Firewall.,Even the fallback plan has a fallback when Hardware Breaker joins the call.,A Bitcoin block header commits to its transactions through a Merkle root.,Removes a card from the Network.
E1-146,"Bam, Tunnel Builder",Avatar,Builder,2P,1/1,common,Power,Commit: Target Avatar with Action 2 or less can't be blocked this turn.,The Network asked for a hero; Tunnel Builder submitted a tested patch.,"Bitcoin retargets proof-of-work difficulty every 2,016 blocks.",Uses committing as the cost for a repeatable effect.
E1-147,"Leon, Grid Stabilizer",Avatar,Operator,3PP,4/5,uncommon,Power,No special ability.,Every antenna found its horizon when Grid Stabilizer climbed the roof.,"Bitcoin retargets proof-of-work difficulty every 2,016 blocks.",Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-148,Grounded Signal,Protocol,Attachment,P,,common,Power,"Attach to Avatar\nWhen this Attachment enters, if attached Avatar has Broadcast, this Attachment deals 2 damage to that Avatar and this Attachment gains ""attached Avatar loses Broadcast.""",The fine print became infrastructure when Grounded Signal entered the Network.,Bitcoin's proof-of-work target aims for a roughly ten-minute block interval.,Deals or redirects damage. Can usually be blocked only by another Broadcaster.
E1-149,Hashquake,Operation,,XP,,rare,Power,Hashquake deals X damage to each Avatar without Broadcast and each player.,"The Network moved as one, mostly because Hashquake brought labels.",Bitcoin's proof-of-work target aims for a roughly ten-minute block interval.,Deals or redirects damage. Can usually be blocked only by another Broadcaster.
E1-150,Route Misdirection,Zap,,P,,common,Power,Play only during blockers. Remove one defending Avatar from clash; anything it alone blocked becomes unblocked. It may block another attacker.,No one heard the starter pistol; they only saw Route Misdirection.,The block-header nonce field is 32 bits wide.,Play this while other cards wait on the Queue to make a timely response.
E1-151,"Essex, Thermal Operator",Avatar,Operator,3PP,5/4,uncommon,Power,No special ability.,"The coffee went cold, but the relay stayed warm for Thermal Operator.",The block-header nonce field is 32 bits wide.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-152,Power Burst,Operation,,XP,,common,Power,"This card on the Queue costs 1 more to play for each target beyond the first.\nPower Burst deals X damage divided evenly, rounded down, among any number of targets.",Tomorrow arrived early carrying the paperwork for Power Burst.,The coinbase transaction is the first transaction in a Bitcoin block.,Deals or redirects damage.
E1-153,Overclock,Protocol,Attachment,P,,common,Power,Attach to Avatar\nP: attached Avatar gets +1 Action and +0 Resilience until end of turn.,Every rule has an edge case; Overclock packed it a lunch.,The coinbase transaction is the first transaction in a Bitcoin block.,Makes an Avatar stronger.
E1-154,Signal Outage,Operation,,3P,,uncommon,Power,Decommission all Signal Resource.,A dozen small steps agreed to call themselves Signal Outage.,A coinbase transaction can collect both block subsidy and transaction fees.,Removes a card from the Network.
E1-155,Process Fork,Zap,,PP,,rare,Power,"Copy target Zap or Operation card on the Queue, except that the copy is Power. You may choose new targets for the copy.","The bug requested more time, which Process Fork politely denied.",A coinbase transaction can collect both block subsidy and transaction fees.,Play this while other cards wait on the Queue to make a timely response.
E1-156,"Toni China, Hot-Air Relay",Avatar,Broadcaster,P,1/1,uncommon,Power,P: This Avatar gains Broadcast until end of turn.,The Queue behaved all afternoon under Hot-Air Relay's suspiciously polite stare.,"Bitcoin's block subsidy halves every 210,000 blocks.",Can usually be blocked only by another Broadcaster.
E1-157,"MadMunky, Chaos Coordinator",Avatar,Operator,1PP,2/2,rare,Power,Other Goblins get +1 Action and +1 Resilience and have Backchannel—Action.,Someone said impossible; Chaos Coordinator heard needs one more adapter.,"Bitcoin's block subsidy halves every 210,000 blocks.",Can slip past players using the named Resource.
E1-158,"Rootzoll, Stone Sentinel",Avatar,Guardian,2P,2/2,rare,Power,Broadcast\nP: This Avatar gets +0 Action and +1 Resilience until end of turn.,"The outage brought drama, while Stone Sentinel brought a multimeter.",Full nodes independently reject blocks that violate consensus rules.,Can usually be blocked only by another Broadcaster. Makes an Avatar stronger.
E1-159,"Leon, Shift Worker",Avatar,Operator,2P,2/2,common,Power,No special ability.,"Trust arrived late, so Shift Worker verified without it.",Full nodes independently reject blocks that violate consensus rules.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-160,"Bam, Heavy Lifter",Avatar,Operator,3P,3/3,common,Power,No special ability.,The dashboard blinked red until it met Heavy Lifter.,Bitcoin compares valid branches by cumulative proof of work.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-161,"Essex, Bull Runner",Avatar,Operator,1PP,2/3,common,Power,No special ability.,"No cape was required, though Bull Runner did bring spare batteries.",Bitcoin compares valid branches by cumulative proof of work.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-162,"Toni China, Rough Miner",Avatar,Miner,1P,2/2,common,Power,This Avatar can't block Avatars with Action 2 or greater.,The bug filed a retreat notice when Rough Miner opened the logs.,Mining pools issue members easier share targets to measure contributed work.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-163,"Rootzoll, Crew Multiplier",Avatar,Operator,2PP,*/*,uncommon,Power,"Rootzoll, Crew Multiplier's Action and Resilience are each equal to the number of non-Firewall Avatars you control.",Consensus took minutes; Crew Multiplier's cable labels took seconds.,Mining pools issue members easier share targets to measure contributed work.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-164,Grid Amplifier,Protocol,,2P,,rare,Power,"Whenever a player commits a Resource for Resource, that player generates 1 additional Resource of an affinity that Resource produced.",The whiteboard stopped arguing after Grid Amplifier drew the final arrow.,BIP-152 compact blocks use short transaction identifiers to reduce relay data.,Generates extra Resources for larger plays.
E1-165,Hot Grid,Protocol,,3P,,rare,Power,"Whenever a player commits a Resource for Resource, this Protocol deals 1 damage to that player.",A handshake became a habit wherever Hot Grid was deployed.,BIP-152 compact blocks use short transaction identifiers to reduce relay data.,Deals or redirects damage.
E1-166,"MadMunky, Meme Raider",Avatar,Operator,P,1/1,common,Power,No special ability.,The edge feels like home when Meme Raider has the keys.,Headers-first sync validates a header chain before requesting every block.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-167,"Bam, Power Artillery",Avatar,Operator,1PP,1/3,uncommon,Power,Commit: This Avatar deals 2 damage to any target and 3 damage to you.,Even the air gap makes small talk with Power Artillery.,Headers-first sync validates a header chain before requesting every block.,Deals or redirects damage.
E1-168,Miner Rally,Protocol,,3P,,uncommon,Power,Attacking Avatars you control get +1 Action and +0 Resilience.,No committee survived contact with the clarity of Miner Rally.,Bitcoin Core's assumevalid option can skip old script checks before a known block.,Deploy this Protocol to change how the Network behaves over time.
E1-169,Idle Grid Penalty,Protocol,,PP,,rare,Power,"At the beginning of each player's Maintenance, this Protocol deals X damage to that player, where X is the number of unlocked Resources they controlled at the beginning of this turn.",The Network called it policy; Idle Grid Penalty called it Tuesday.,Bitcoin Core's assumevalid option can skip old script checks before a known block.,Deals or redirects damage. Lets a committed card become usable again.
E1-170,Split Route,Protocol,,PP,,rare,Power,"Whenever one or more Avatars you control attack, each defender splits their non-Broadcast Avatars into left and right piles. Each attacker chooses a pile and can be blocked only by it or Broadcast.",One tidy invariant followed Split Route into every messy room.,AssumeUTXO loads a serialized UTXO snapshot before background validation finishes.,Can usually be blocked only by another Broadcaster.
E1-171,Timelock Invalidation,Zap,,P,,common,Power,Choose one —\n• marker target Timelock card on the Queue.\n• decommission target Timelock Network card.,"One clean interrupt later, the logs credited Timelock Invalidation.",AssumeUTXO loads a serialized UTXO snapshot before background validation finishes.,Removes a card from the Network.
E1-172,"Leon, High Relay Rider",Avatar,Broadcaster,3P,3/3,rare,Power,Broadcast,The packet took the scenic route and still saluted High Relay Rider.,Pruned Bitcoin nodes validate the chain before deleting old block files.,Can usually be blocked only by another Broadcaster.
E1-173,"Toni China, Multihead Miner",Avatar,Miner,XPP,0/0,rare,Power,Enters with X +1/+1 markers. Remove one to prevent 1 damage.\nP: prevent 1 damage this turn. PPP — Maintenance: add a +1/+1 marker.,"Uptime is a team sport, according to Multihead Miner and the patched router.",Pruned Bitcoin nodes validate the chain before deleting old block files.,Deals or redirects damage.
E1-174,"Essex, Grid Rebooter",Avatar,Operator,2P,2/2,rare,Power,This Avatar gets +1 Action and +1 Resilience as long as you control a Keys Resource.\nK: Reboot this Avatar.,The status page calmed down as soon as Grid Rebooter picked up a wrench.,Signet blocks require a solution to the network's configured challenge.,Can keep an Avatar in the Network after damage. Makes an Avatar stronger.
E1-175,Hardware Shatter,Zap,,1P,,common,Power,Decommission target Hardware.,The fast path keeps a reserved seat for Hardware Shatter.,Signet blocks require a solution to the network's configured challenge.,Removes a card from the Network.
E1-176,"MadMunky, Hashrate Dragon",Avatar,Miner,4PP,5/5,rare,Power,Broadcast\nP: This Avatar gets +1 Action and +0 Resilience until end of turn.,Nobody assigned the incident; it simply looked nervous around Hashrate Dragon.,Bitcoin Core regtest mode creates blocks on demand for local tests.,Can usually be blocked only by another Broadcaster. Makes an Avatar stronger.
E1-177,Thermal Throttle,Protocol,,PP,,rare,Power,Players can't unlock more than one Avatar during their unlock steps.,The loophole closed itself after reading Thermal Throttle.,Bitcoin Core regtest mode creates blocks on demand for local tests.,Lets a committed card become usable again.
E1-178,"Bam, Launch Engineer",Avatar,Builder,2PP,3/4,uncommon,Power,Commit: Target Avatar you control with Resilience less than this Avatar's Action gains Broadcast until end of turn. decommission that Avatar at the beginning of the next end step.,A second opinion arrived wearing Launch Engineer's tool belt.,Bitcoin peers exchange network addresses to aid peer discovery.,Removes a card from the Network. Can usually be blocked only by another Broadcaster.
E1-179,Resource Cut,Operation,,2P,,common,Power,Decommission target Resource.,The maintenance window finally found its purpose in Resource Cut.,Bitcoin peers exchange network addresses to aid peer discovery.,Removes a card from the Network.
E1-180,Firewall Tunnel,Zap,,P,,uncommon,Power,Decommission target Firewall. It can't be Rebooted.,The packet wore sensible shoes because it was carrying Firewall Tunnel.,BIP-155 addr v2 messages can carry Tor v3 and I2P addresses.,Removes a card from the Network. Generates extra Resources for larger plays.
E1-181,"Rootzoll & Leon, Dual Operator",Avatar,Operator,4P,4/4,rare,Power,Overflow\nThis Avatar can block an additional Avatar each clash.,"The runbook says stay calm, and Dual Operator added label your cables.",BIP-155 addr v2 messages can carry Tor v3 and I2P addresses.,Can push excess clash damage through to Uptime.
E1-182,"Essex, Resilient Operator",Avatar,Operator,2P,2/2,uncommon,Power,P: Reboot this Avatar.,Even the fallback plan has a fallback when Resilient Operator joins the call.,BIP-324 defines an encrypted version 2 Bitcoin peer transport.,Can keep an Avatar in the Network after damage.
E1-183,"Toni China, Thermal Firewall",Avatar,Firewall,1PP,0/5,uncommon,Power,Firewall (This Avatar can't attack.)\nP: This Avatar gets +1 Action and +0 Resilience until end of turn.,The Network asked for a hero; Thermal Firewall submitted a tested patch.,BIP-324 defines an encrypted version 2 Bitcoin peer transport.,Makes an Avatar stronger.
E1-184,"Rootzoll, Stone Firewall",Avatar,Firewall,1PP,0/8,uncommon,Power,Firewall (This Avatar can't attack.),Every antenna found its horizon when Stone Firewall climbed the roof.,A miner builds a candidate block from validated transactions.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-185,Freedom Market,Operation,,2P,,rare,Power,"Each player discards their Wallet, then draws seven cards.",The big red button was replaced with a tested runbook named Freedom Market.,A miner builds a candidate block from validated transactions.,Puts more cards in your Wallet. Reduces the options in an opponent's Wallet.
E1-186,Hashrate Aura,Protocol,Attachment,1B,,rare,Bitcoin,"Attach to Avatar\nAttached Avatar gets +X/+Y, where X is half the number of Bitcoin Resources you control, rounded down, and Y is half the number of Bitcoin Resources you control, rounded up.",A thousand opinions became one testable rule inside Hashrate Aura.,A UTXO is an unspent transaction output available to a later input.,Makes an Avatar stronger.
E1-187,Committed Growth,Zap,,B,,uncommon,Bitcoin,"Play this card on the Queue only before the clash damage step.\nTarget Avatar gains Overflow and gets +X/+0 until end of turn, where X is its Action. At the beginning of the next end step, decommission that Avatar if it attacked this turn.",A deadline became a punchline the moment Committed Growth landed.,A transaction input identifies a previous output by transaction id and index.,Deals or redirects damage. Removes a card from the Network.
E1-188,"Shillie, Multisource Scout",Avatar,Operator,B,0/1,rare,Bitcoin,Broadcast\nCommit: generate 1 Resource of any affinity.,"The coffee went cold, but the relay stayed warm for Multisource Scout.",A transaction input identifies a previous output by transaction id and index.,Can usually be blocked only by another Broadcaster. Generates extra Resources for larger plays.
E1-189,Obfuscated Formation,Zap,,B,,uncommon,Bitcoin,Play only before blockers are declared. You split your attacking Avatars into piles. The defending player chooses which pile each blocker can block.,"The Network said now, and Obfuscated Formation did not ask which timezone.",A transaction output pairs a bitcoin value with a locking script.,Play this while other cards wait on the Queue to make a timely response.
E1-190,Human Hashrate,Operation,,BB,,uncommon,Bitcoin,"Until end of turn, any time you could activate a Resource ability, you may pay 1 Uptime. If you do, generate 1 neutral Resource.",Nothing was improvised except the celebratory snack after Human Hashrate.,A transaction output pairs a bitcoin value with a locking script.,Generates extra Resources for larger plays.
E1-191,"Mtoshi, Lethal Courier",Avatar,Operator,3BB,2/4,rare,Bitcoin,"Broadcast\nWhenever this Avatar blocks or becomes blocked by a non-Firewall Avatar, decommission that Avatar at end of clash.",The Queue behaved all afternoon under Lethal Courier's suspiciously polite stare.,A Bitcoin transaction fee equals total input value minus total output value.,Removes a card from the Network. Can usually be blocked only by another Broadcaster.
E1-192,"Longy, Deep Node",Avatar,Node,4BB,6/4,common,Bitcoin,No special ability.,Someone said impossible; Deep Node heard needs one more adapter.,A Bitcoin transaction fee equals total input value minus total output value.,Deploy this Avatar to defend your Uptime or pressure an opponent.
